source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0051493,regulation of cytoskeleton organization,2.010363791436174e-06,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",445,229,21,24936,0.09170305676855896,0.04719101123595506,query_1,"['GO:0007010', 'GO:0033043']"
GO:BP,GO:0051239,regulation of multicellular organismal process,2.0357498905337813e-06,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2766,229,58,24936,0.25327510917030566,0.02096890817064353,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0032970,regulation of actin filament-based process,2.209927142315029e-06,True,"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]",321,229,18,24936,0.07860262008733625,0.056074766355140186,query_1,"['GO:0030029', 'GO:0050794']"
GO:BP,GO:0099175,regulation of postsynapse organization,2.2251097336752137e-06,True,"""Any process that modulates the physical form of a postsynapse."" [GOC:ai, GOC:dph, GOC:tb]",148,229,13,24936,0.056768558951965066,0.08783783783783784,query_1,"['GO:0050807', 'GO:0099173']"
GO:BP,GO:0060322,head development,2.4486632401547678e-06,True,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",743,229,27,24936,0.11790393013100436,0.03633916554508748,query_1,['GO:0048856']
GO:BP,GO:0007420,brain development,2.4519305481931066e-06,True,"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]",691,229,26,24936,0.11353711790393013,0.03762662807525326,query_1,"['GO:0007417', 'GO:0048513', 'GO:0060322']"
GO:BP,GO:0035556,intracellular signal transduction,2.5898599665244568e-06,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2485,229,54,24936,0.23580786026200873,0.021730382293762576,query_1,['GO:0007165']
GO:BP,GO:0050890,cognition,2.690209844525402e-06,True,"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]",325,229,18,24936,0.07860262008733625,0.055384615384615386,query_1,['GO:0050877']
GO:BP,GO:0006325,chromatin organization,2.943097998409516e-06,True,"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]",1086,229,33,24936,0.14410480349344978,0.03038674033149171,query_1,['GO:0016043']
GO:BP,GO:0060996,dendritic spine development,3.944881802862476e-06,True,"""The process whose specific outcome is the progression of the dendritic spine over time, from its formation to the mature structure. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission."" [GOC:dph]",100,229,11,24936,0.048034934497816595,0.11,query_1,"['GO:0016358', 'GO:0048856']"
GO:BP,GO:0050793,regulation of developmental process,4.1327273973452045e-06,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2444,229,53,24936,0.2314410480349345,0.021685761047463174,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0048511,rhythmic process,5.2641455736906285e-06,True,"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]",299,229,17,24936,0.07423580786026202,0.056856187290969896,query_1,['GO:0008150']
GO:BP,GO:0034220,monoatomic ion transmembrane transport,5.563351203518626e-06,True,"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",882,229,29,24936,0.12663755458515283,0.032879818594104306,query_1,"['GO:0006811', 'GO:0055085']"
GO:BP,GO:0080090,regulation of primary metabolic process,5.973431502373291e-06,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",4471,229,78,24936,0.3406113537117904,0.017445761574591812,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0033036,macromolecule localization,6.217436879904137e-06,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",2622,229,55,24936,0.24017467248908297,0.020976353928299007,query_1,['GO:0051179']
GO:BP,GO:0042592,homeostatic process,7.016183656520503e-06,True,"""Any biological process involved in the maintenance of an internal steady state. Homeostasis allows cells and organisms to maintain stable internal conditions despite varying external conditions."" [PMID:26265027]",1634,229,41,24936,0.17903930131004367,0.025091799265605876,query_1,['GO:0008150']
GO:BP,GO:0016192,vesicle-mediated transport,8.60762548289643e-06,True,"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]",1320,229,36,24936,0.1572052401746725,0.02727272727272727,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0055085,transmembrane transport,8.843698502467348e-06,True,"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]",1385,229,37,24936,0.1615720524017467,0.026714801444043323,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0051017,actin filament bundle assembly,9.300756731514848e-06,True,"""The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness."" [GOC:ai]",136,229,12,24936,0.05240174672489083,0.08823529411764706,query_1,"['GO:0022607', 'GO:0061572']"
GO:BP,GO:0099084,postsynaptic specialization organization,1.1311945374322048e-05,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic specialization, a structure that lies adjacent to the cytoplasmic face of the postsynaptic membrane."" [GOC:BHF, GOC:sjp, PMID:21525273, PMID:26834556]",63,229,9,24936,0.039301310043668124,0.14285714285714285,query_1,"['GO:0006996', 'GO:0099173']"
GO:BP,GO:0061572,actin filament bundle organization,1.1927639655403599e-05,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle."" [GOC:dph]",139,229,12,24936,0.05240174672489083,0.08633093525179857,query_1,['GO:0007015']
GO:BP,GO:0006338,chromatin remodeling,1.5293353385165634e-05,True,"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]",923,229,29,24936,0.12663755458515283,0.0314192849404117,query_1,['GO:0006325']
GO:BP,GO:0007623,circadian rhythm,1.630823126608683e-05,True,"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]",208,229,14,24936,0.0611353711790393,0.0673076923076923,query_1,['GO:0048511']
GO:BP,GO:0007611,learning or memory,1.776100845315019e-05,True,"""The acquisition and processing of information and/or the storage and retrieval of this information over time."" [GOC:jid, PMID:8938125]",284,229,16,24936,0.06986899563318777,0.056338028169014086,query_1,"['GO:0007610', 'GO:0050890']"
GO:BP,GO:0050896,response to stimulus,1.8614541429070474e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",9759,229,132,24936,0.5764192139737991,0.013525976022133415,query_1,['GO:0008150']
GO:BP,GO:0048513,animal organ development,1.9021655196064663e-05,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",3016,229,59,24936,0.2576419213973799,0.01956233421750663,query_1,['GO:0048856']
GO:BP,GO:0034329,cell junction assembly,2.971928455381284e-05,True,"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]",424,229,19,24936,0.08296943231441048,0.04481132075471698,query_1,"['GO:0022607', 'GO:0034330']"
GO:BP,GO:0008104,intracellular protein localization,3.018527710157725e-05,True,"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]",2217,229,48,24936,0.2096069868995633,0.02165087956698241,query_1,['GO:0033036']
GO:BP,GO:0070887,cellular response to chemical stimulus,3.1116219679060016e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2074,229,46,24936,0.20087336244541484,0.022179363548698167,query_1,"['GO:0042221', 'GO:0051716']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,3.766418973878499e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",5454,229,87,24936,0.3799126637554585,0.01595159515951595,query_1,"['GO:0019222', 'GO:0043170']"
